id,index,text,labels,label_code,pred_labels
787,20223503_s6,Cancer-specific survival was significantly worse for URCC patients compared with unmatched ccRCC patients ( P = .020 ) .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
788,12202919_s2,"A statistically significant increase in proliferation rate of human MCF-7 breast cancer cells was detected for two nitro musks ( musk xylene , musk ketone ) , a major metabolite of musk xylene ( p-amino-musk xylene ) , and the polycyclic musk fragrance AHTN .",sustaining proliferative signaling,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.],[]
789,23054118_s4,NLR was assessed preoperatively .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
790,12359748_s1,"When overexpressed in 3T3 mouse fibroblast cells , PRC17 induced growth in low serum , loss of contact inhibition , and tumor formation in nude mice .",evading growth suppressors,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],[]
791,23092099_s11,"Using NIH3T3 and MOTN-1 , ERK activation , increased cell proliferation and survival by KRAS G12A were shown , suggesting the important role of KRAS G12A in IL-2-independent growth of PLT-2 .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
792,11781072_s6,The underlying mechanism was linked to TGF-beta-induced apoptosis of activated T cells .,"resisting cell death,sustaining proliferative signaling",[0. 0. 0. 0. 0. 0. 0. 1. 1. 0.],[]
793,20026737_s7,"IL-15 blocked sepsis-induced apoptosis of NK cells , dendritic cells , and CD8 T cells .",resisting cell death,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.],[]
794,19836430_s4,Increased in Akt phosphorylation was concurrent with the decrease in ROS scavenger SOD-1 levels .,tumor promoting inflammation,[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.],[]
795,11812999_s9,"Correspondingly , DRIL1 induces the E2F1 target Cyclin E1 , overexpression of which is sufficient to trigger escape from senescence .","enabling replicative immortality,sustaining proliferative signaling",[0. 0. 0. 1. 0. 0. 0. 0. 1. 0.],[]
796,20092614_s5,High-performance liquid chromatography analysis demonstrated that mild folate depletion ( 100 nM ) sufficed to induce imbalance in both the nucleotide and AdoMet pools in all prostate cell lines .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
797,11857086_s11,"Asbestos alone did not induce telomerase activity , and asbestos did not influence telomerase activity in mesothelial cells infected with SV40 .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
798,20954073_s6,"Finally , whether PP2A can regulate p27(kip1) expression independently of Akt pathway was determined .","evading growth suppressors,sustaining proliferative signaling",[0. 0. 0. 0. 1. 0. 0. 0. 1. 0.],[]
799,23379414_s5,"Features of the cell line studied included morphology , chromosome analysis , heterotransplantation , tumor markers , and chemosensitivity .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
800,23117049_s5,"ROS , in turn , damages DNA .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
801,12674376_s3,All the three tea extracts at 1 and 2% concentration did not increase the frequency of micronucleated polychromatic erythrocytes ( MPE ) in bone marrow cells of mice when administered individually .,genomic instability and mutation,[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],[]
802,23304253_s9,Results .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
803,23922328_s0,Oncogene-induced senescence is now recognized as being an important mechanism in protecting against cancer .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
804,23292149_s1,"We developed a novel genetically engineered fibroblast cell line that completely prevents tumor formation in mice , with a 100% protection rate .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
805,20107801_s6,The effects of cosmomycin D were equivalent to those obtained with doxorubicin .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
806,22722849_s1,"SIRT7 is a mammalian sirtuin whose biochemical activity , molecular targets and physiological functions have been unclear .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
807,23232625_s8,"In confluent cells , high Spry2 levels correlate with decreased extracellular signal-regulated kinase 1/2 ( Erk1/2 ) phosphorylation .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
808,23250485_s3,"Importantly , inhibition of autophagy using either pharmacological or molecular inhibitors significantly abrogated androgen-induced prostate cancer cell growth .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
809,1494354_s4,The level of repair also depended on the conditions of transformant selection ; repair was more efficient in medium lacking tryptophan than in medium from which either histidine or uracil was omitted .,genomic instability and mutation,[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],[]
810,12441637_s3,The aim of our study was to search for a correlation between chromosomal instability and DNA repair capacity in HNSCC patients and healthy controls .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
811,22614006_s5,"Finally , reduced KIBRA expression in primary breast cancer specimens correlates with the recently described claudin-low subtype , an aggressive sub-group with EMT features and a poor prognosis .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
812,22949905_s4,There was no KRAS mutation and the EGFR expression level in the tumor tissue was 2+ ; ideal conditions for the immunotherapy .,genomic instability and mutation,[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],[]
813,20661828_s0,The biological activities of tocotrienols are receiving increasing attention .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
814,22449386_s2,"Here , we investigate the role of muscarinic receptors in SCA-9 cell proliferation , and the modulation of cholinergic signaling pathways exerted by the nuclear transcription factor ÎºB ( NF-ÎºB ) .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
815,1423885_s3,O6-mGua in NNK-treated rat liver was undetectable after 48 h .,genomic instability and mutation,[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],[]
816,23321169_s7,Positive VEGF-A immunostaining was significantly associated with pAkt immunostaining .,inducing angiogenesis,[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],[]
817,1559229_s5,The results are in line with the probabilistic theory developed in 1980 by both Fernandez et al .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
818,20541562_s5,Adducts increased in an age-dependent manner from O. viverrini-infection until CCA development .,genomic instability and mutation,[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],[]
819,19960020_s12,Our results suggest that there is a biochemical link between oxidative stress and the local Ang II-forming system .,tumor promoting inflammation,[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.],[]
820,20681405_s4,"Cell cycle analysis using fluorescent cytometry revealed G2/M phase arrest , which indicates the compound deserves consideration for further studies against cancer .","evading growth suppressors,sustaining proliferative signaling",[0. 0. 0. 0. 1. 0. 0. 0. 1. 0.],[]
821,23233419_s0,Pancreatic ductal adenocarcinoma ( PDAC ) is one of the most aggressive human neoplasms with extremely poor prognosis and a low survival rate .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
822,22934133_s2,"Then , we observed significant differences in the tumor evolution and the angiogenesis process after shallow and deep inoculation .",inducing angiogenesis,[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],[]
823,22436374_s7,"RESULTS EGFR-specific siRNA strongly inhibited EGFR protein expression almost equally in all cell lines and inhibited cell growth and induced cell apoptosis in all NSCLC cell lines studied , albeit with a different magnitude .","resisting cell death,sustaining proliferative signaling",[0. 0. 0. 0. 0. 0. 0. 1. 1. 0.],[]
824,11857086_s2,We evaluated telomerase activity in seven primary malignant mesothelioma biopsies and matched lung specimens and 20 mesothelioma cell lines and eight corresponding primary tumor cultures .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
825,20839428_s19,Nasal involvement must be first excluded to proceed to the diagnosis of nasal-type natural killer-cell lymphoma .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
826,1433571_s6,"Systemic immunity , measured by the DTH reaction in the skin to PPD , was also diminished due to the combined treatment of BCG with INH .",avoiding immune destruction,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],[]
827,23300567_s4,Inhibition of CDK6 catalytic activity by PD332991 suppressed activation of NF-ÎºB and TNF-induced gene expression .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
828,12487440_s7,"Fraction II significantly decreased the size of fibrosarcoma when previously fed during 7 d , and feeding with Fraction I during 5 d decreased significantly its size after 35 d of growth .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
829,1471764_s8,This is the first description of site-specific AcH-Hb adducts occurring in vivo .,genomic instability and mutation,[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],[]
830,20223881_s0,Pilocytic astrocytoma is commonly viewed as a benign lesion .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
831,1485542_s5,"Thus , the effect of preoperative chemotherapy in tumor tissues other than necrotic and cystic areas tended to be underestimated in T1-Gd .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
832,12445208_s1,Several recent studies have suggested a role for Rho proteins in mediating tumor metastasis independent of their affects on cell proliferation .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
833,20450762_s21,"The tumor is prone to local invasion and recurrences , with subsequent progression to frank malignancy and distant metastasis , resulting in high mortality and poor prognosis .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
834,12439605_s1,"Although clear evidence is still missing , it has been hypothesized that an activation of the immune system might contribute to the therapeutic effect of WBH .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
835,12060611_s3,EXPERIMENTAL DESIGN This furin inhibitor was transfected into two tumorigenic astrocytoma cell lines .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
836,21994129_s2,"Dickkopf ( DKK ) 4 , a secreted protein , antagonizes the Wnt signal pathway .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
837,12417717_s5,"Unlike normal human fibroblasts , Q34 cells are not permanently arrested by Ras or its downstream effectors Ets1 and Ets2 .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
838,12435633_s0,"A large number of human cancers display alterations in the Ink4a/cyclin D/Cdk4 genetic pathway , suggesting that activation of Cdk4 plays an important role in oncogenesis .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
839,23243586_s9,"In summary , these results indicate that ARF contributes to the polarization and functional plasticity of macrophages .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
840,22710435_s6,Computational-based simulations indicate that lysine and arginine methylation of MnSOD during quiescence would allow greater accessibility to the enzyme active site as well as increase the positive electrostatic potential around and within the active site .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
841,1451349_s3,"PA activity from conditioned media ( CM ) , cell lysates ( CLs ) and tumor homogenates ( THs ) was quantitated by means of a fibrinolytic assay .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
842,23278137_s10,"CONCLUSION Our results indicate that MGMT could be used clinically as a predictive marker for tumor processing , the potential for lymph node metastasis as well as advanced clinical stage .","activating invasion and metastasis,genomic instability and mutation",[1. 0. 0. 0. 0. 1. 0. 0. 0. 0.],[]
843,21049082_s9,"Quiescent fibroblasts , relieved of the biosynthetic requirements associated with generating progeny , direct their metabolic activity to preservation of self integrity and alternative functions beneficial to the organism as a whole .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
844,20604962_s3,"When the significance level was set to p &lt ; 0.0005 and the search depth to five antibody combinations , controls and BE can be differentiated by 63 , controls and EAC by 3222 , and BE from EAC by 1521 distinct protein combinations.For example , the number of activated apoptotic naÃ¯ve and memory T cells was significantly increased only in BE , whereas the number of activated apoptotic helper and regulatory T cells was significantly elevated in BE and EAC .","avoiding immune destruction,resisting cell death",[0. 1. 0. 0. 0. 0. 0. 1. 0. 0.],[]
845,20450762_s13,Immunohistochemical study showed that the tumor cells were diffusely positive for vimentin .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
846,14578017_s0,We wanted to investigate the effects of gamma radiation on DNA single-strand breaks ( SSB ) and glutathione ( GSH ) levels in mononuclear blood cells ( MNC ) of radiotherapy technicians .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
847,23257665_s8,Chalcone A1 is non-cytotoxic to PBL cells and to JMA cells .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
848,1459995_s7,"Thus , TGF-beta 1 and glucocorticoids seem to inhibit HGF synthesis by suppressing the expression of the HGF gene .",sustaining proliferative signaling,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.],[]
849,22583549_s3,"Cell cycle , cell proliferation , apoptosis and epithelial-mesenchymal transition ( EMT ) was investigated after enhanced or silenced expression of SATB1 .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
850,11774243_s10,This effect was mediated through downregulation of the anti-HBV immune response .,avoiding immune destruction,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],[]
851,11812999_s10,"Thus , DRIL1 disrupts cellular protection against RAS(V12)-induced proliferation downstream of the p19(ARF)/p53 pathway .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
852,23116821_s10,"The nuclear EGFR translocation , necessary to increase the DNA-PK activity in response to oxidative stress , was blocked .","sustaining proliferative signaling,tumor promoting inflammation",[0. 0. 0. 0. 0. 0. 0. 0. 1. 1.],[]
853,22848758_s5,"The presence of XMRV transcripts significantly increases secretion of osteopontin ( OPN ) , CXCL14 , IL13 and TIMP2 in 22Rv1 cells .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
854,24158109_s3,"METHODS We treated groups of BALB/c nu/nu mice carrying different orthotopic diffuse-infiltrative glioblastoma xenografts with bevacizumab ( anti-vascular endothelial growth factor [ VEGF ] antibody , n = 13 ) , cabozantinib ( combined VEGF receptor 2/c-Met tyrosine kinase inhibitor , n = 11 ) , or placebo ( n = 15 ) and compared CE-MRI with MRS-derived metabolic maps before , during , and after treatment .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
855,1494354_s6,"Plasmid-chromosome recombination was stimulated by psoralen damage , and required RAD52 function .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
856,11774243_s8,Mice transplanted with splenocytes tolerized toward HBV antigens did not have direct evidence of tumor growth .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
857,20511723_s4,"Furthermore , synthesis and release of ferritin by neuroblastoma cells were analysed in order to examine whether ferritin is possibly an iron source for H(2)O(2) generation .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
858,22150625_s11,HER2 status was not significantly associated with recurrence or progression .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
859,20878069_s2,The possibility to classify patients on the basis of genetic signatures could help in choosing the CT regimen .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
860,23255891_s6,"Moreover , capsaicin gavage significantly inhibited the growth of pancreatic cancer PANC-1 cell xenografts in athymic nude mice .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
861,22251703_s0,Imiquimod is a synthetic compound with antitumor properties ; a 5% cream formulation is successfully used to treat skin tumors .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
862,12607798_s0,The role of T cells in eradicating leukemic cells has been well demonstrated for chronic myeloid leukemia ( CML ) .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
863,22357207_s0,Epidemiological studies have indicated that obesity is associated with colorectal cancer .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
864,23484085_s3,"Based on the supercoiling-sensitive real-time PCR method , we propose a new approach for the noninvasive monitoring of systemic oxidative stress by quantifying the mtDNA structural damage and copy number change in isolated lymphocytes in a single test .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
865,1348967_s6,"In 42 invasive breast carcinomas , the expression of c-myc , c-erbB-2 , and Ki-67 proliferation marker were compared with lymph node status , estrogen receptor status , progesterone receptor status , and age of patients at diagnosis. c-erbB-2 overexpression and Ki-67 overexpression were identified as the only factors associated with lymph node status .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
866,20358470_s2,"We investigated , in a randomized , controlled , crossover feeding trial , the effect of 10 servings/day of botanically defined F&amp;V for 2 wk on endogenous DNA damage ; resistance to gamma -irradiation damage ; and DNA repair capacity in lymphocytes , measured by the Comet assay .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
867,23236487_s9,"Administration of Roscovitine prior to targeted head and neck irradiation preserves normal tissue function in mouse parotid salivary glands , both acutely and chronically , as measured by salivary output .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
868,21541970_s3,"METHODS Signaling was studied by immunoblotting in cells overexpressing leptin receptors ( LRb ) , Janus kinase 2 ( JAK2 ) , and kinase negative-HER2-YFP cDNAs .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
869,23405783_s0,OBJECTIVE To sort and identify side population ( SP ) cancer stem cells ( CSC ) in human prostate cancer ( PCa ) cell lines .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
870,23250485_s2,"In this study , we have determined that androgens regulate overall cell metabolism and cell growth , in part , by increasing autophagy in prostate cancer cells .",resisting cell death,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.],[]
871,23266739_s5,"Bone marrow and spleen cells from C57BL/6 donors were transplanted to semi-allogenic ( C57BL/6ï¿½BALB/c ) F1 or allogenic ( BALB/c ) recipients , and then treated with PIF1mg/kg/day/2weeks .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
872,12548019_s0,"Polo-like kinase 3 ( Plk3 , alternatively termed Prk ) is involved in the regulation of DNA damage checkpoint as well as in M-phase function .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
873,23587231_s3,"Survivin is one of the inhibitors of apoptosis protein that has been shown to play a key role in cancer progression , and in tumor angiogenesis .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
874,1281386_s4,"Additional findings in these cases were necrotic intraluminal secretions ( two cases ) , immature squamous metaplasia ( two cases ) , peculiar hyaline cytoplasmic globules ( two cases ) , adenosis ( one case ) , markedly atypical nuclei of uncertain nature occurring elsewhere in the specimen ( one case ) , and intraluminal blue mucin ( two cases ) .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
875,22209867_s4,"Hydrogen sulfide-releasing aspirin ( HS-ASA ) , a novel and safer derivative of aspirin , has shown promise as an anti-cancer agent .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
876,22828138_s6,"The addition of CHL resulted in an increase of BP-DNA adducts in esophagus , liver and lung of WT mice , a lowering of BPdG in esophagi of WT mice and livers of Xpa(-/-)p53(+/-) mice and an increase of BPdG in livers of WT mice .",genomic instability and mutation,[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],[]
877,22776956_s0,Inhibition of cell proliferation by fenoterol and fenoterol derivatives in 1321N1 astrocytoma cells is consistent with Î²(2)-adrenergic receptor ( Î²(2)-AR ) stimulation .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
878,22539965_s6,"In the first case , the effect was attributable to its ability of modulating the bioreductive activation of doxorubicin .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
879,23251664_s8,"In addition , Y-142 neutralized HB-EGF-induced phosphorylation of EGFR and ERBB4 , and blocked their downstream ERK1/2 and AKT signaling .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
880,21074696_s0,Rhabdoid tumors have been reported in many different anatomic sites as an aggressive tumor and usually present with a rhabdoid tumor component ( a composite tumor ) rather than a pure rhabdoid tumor .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
881,21816206_s5,"These results demonstrated that RMC1 induced cancer cell death by acting on both mitochondrial and death receptor apoptotic pathways , suggesting that RMC1 could be a candidate for further evaluation as a chemotherapeutic agent against human cancers .",resisting cell death,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.],[]
882,23364257_s9,"And , BNIP3 may play a role in the caspase-dependent apoptosis pathways , mainly during treatment with chemotherapy and radiotherapy .",resisting cell death,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.],[]
883,20026743_s7,"As lactate might interfere with glycolysis , the glycolytic flux of monocytes was determined .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
884,22328083_s2,"We have identified microRNA-22 ( miR-22 ) and several other miRNA species as 1,25(OH)(2)D(3) targets in human colon cancer cells .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
885,22784709_s3,"Treatments were evaluated by growth/apoptosis , isobologram analysis , migration/invasion assays , tumor xenograft volume , metastasis , and measurement of Src , focal adhesion kinase ( FAK ) , microtubules , Ki67 , and microvessel density .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
886,22307313_s2,"In this study , we investigated the effects of BPA and MXC on cell proliferation facilitated by ER signaling in human breast cancer cells .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
887,22913657_s2,"In this study , we investigated the mechanism of the antiproliferative and apoptotic actions exerted by hesperetin on human cervical cancer SiHa cells .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
888,23300633_s0,"Angiogenesis , the formation of new blood vessels from pre-existing vascular beds , is essential for tumor growth , invasion , and metastasis .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
889,20694196_s9,"Surprisingly , we found that malignant melanoma cells exposed to methyl sulfone demonstrated the loss of phenotypes characteristic of malignant cells , and the reemergence of phenotypes characteristic of healthy melanocytes .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
890,1306527_s0,"The effects of high and low dietary fat ( 20% vs. 0.5% corn oil ) , and of the prostaglandin synthetase inhibitor indomethacin ( 0.005% w/w ) , on tumour incidence , tumour growth , hormone-receptor status and growth-factor expression were examined in dimethylbenzanthracene ( DMBA)-induced rat breast cancer .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
891,20817674_s1,"The causative mechanisms of cisplatin-induced acute kidney injury include renal inflammation , activation of p53 tumour suppressor protein and tubular apoptosis .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
892,23263278_s5,"Inhibition of this pathway restored E-cadherin junction stability and blocked invasive behaviour of cells lacking Par3 , suggesting that loss of Par3 promotes metastatic behaviour of ErbB2-induced tumour epithelial cells by decreasing cell-cell cohesion .",activating invasion and metastasis,[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
893,20694196_s7,"Because of its chemical structure , we speculated a potential anti-cancer activity by targeting microtubules .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
894,21137066_s5,RESULTS We detected increased levels of Replication protein A2 ( RPA2 ) in BRCA1(KD) cells as compared to control cells .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
895,20876804_s5,"In this experimental model , knockdown of FGFR4-R388 or MT1-MMP by RNA interference blocked tumor cell invasion and growth in collagen .",activating invasion and metastasis,[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
896,12489119_s4,The mean MF in the lacZ gene was increased 2-fold in mice treated with a single 6 mg/kg body weight dose of cisplatin and sacrificed after 17 and 28 days ( P = 0.001 and P &lt ; 0.0001 ) .,genomic instability and mutation,[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],[]
897,22083956_s3,"We demonstrate that NF-ÎºB , acting through two response elements , is required for ER recruitment to an adjacent estrogen response element ( ERE ) in the BIRC3 promoter .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
898,12183074_s0,"The aim of this study was to extend our previous observations on the soy modulation of biochemical parameters in 7,12-dimethylbenz[a]anthracene ( DMBA)-induced rat mammary tumors , by simultaneously investigating the expression of estrogen receptor-alpha ( ERalpha ) , estrogen receptor-beta ( ERbeta ) , progesterone receptor ( PR ) , apoptosis , neu , and markers of cell proliferation , such as proliferating cell nuclear antigen ( PCNA ) by immunohistochemistry .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
899,20571235_s2,"METHODS This study was carried out in departments of Biochemistry and Surgery , Maulana Azad Medical College and associated Hospitals , New Delhi , India .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
900,12452332_s6,"These results suggested that the constitutive activation of Ras promoted the reentry of confluent HUVECs in the G0 phase into the G1 phase , but not into the S phase .",sustaining proliferative signaling,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.],[]
901,12136428_s3,"However , the therapeutic application of TNFalpha is hampered by its high systemic toxicity dictating the need to target TNFalpha activity to the tumor .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
902,1423885_s6,"In contrast , high levels of O6-mGua persisted in hamster liver DNA and no O6-mGuaT activity was detected up to 336 h after NNK injection .",genomic instability and mutation,[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],[]
903,12218188_s3,Both effects could be reversed by anti-PD-L1 Ab .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
904,23166757_s8,The data also indicate that sequence homology and/or chemical properties to the original epitope are not the sole determining factors for the observed immunostimulatory activity of the mimic peptides .,avoiding immune destruction,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],[]
905,20876804_s6,"This was coupled with impaired phosphorylation of FGFR substrate 2 and Src , upregulation of E-cadherin , and suppression of cadherin-11 and N-cadherin .",sustaining proliferative signaling,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.],[]
906,12814188_s7,Passaged fibroblasts from normal breast tissue can be converted to myofibroblasts upon CM treatment whereas those from tumour stroma were CM-insensitive .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
907,22964484_s0,"Senescence , an inherent tumor suppressive mechanism , is a critical determinant for chemotherapy .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
908,23045694_s7,This mutagenesis strategy is faster and simpler than conventional transposon screens and can potentially be applied to any tissue stem/progenitor cells that can be grown and differentiated in vitro .,genomic instability and mutation,[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],[]
909,23274058_s1,"In this study , we investigated the molecular mechanism involved in the antiproliferative effect of jaceosidin in human endometrial cancer cells .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
910,21445621_s2,"AIM The main purpose of this study is to investigate the involvement of peroxisome proliferator-activated receptor-gamma ( PPARÎ³ ) in hesperidin's anticancer actions in human pre-B NALM-6 cells , which expresses wild-type p53 .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
911,11830522_s9,"There was a significant , protective effect on the development of preneoplastic fundic lesions and invasive carcinoma attributable to the deletion of one p53 allele ( P &lt ; 0.05 ) .",activating invasion and metastasis,[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
912,20357441_s3,"PCNA , Bcl-2 , Bax , cyclin D1 and cyclin E expression was assessed by Western blotting .",,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
913,22510844_s0,BACKGROUND Brain-metastatic breast cancer ( BMBC ) is increasing and poses a severe clinical problem because of the lack of effective treatments and because the underlying molecular mechanisms are largely unknown .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
914,22665055_s4,"Here , we show that ERRs also stimulate glycolysis under normoxia .","cellular energetics,sustaining proliferative signaling",[0. 0. 1. 0. 0. 0. 0. 0. 1. 0.],[]
915,1338304_s1,VA-13 is a line of immortalized cells established by transformation of WI-38 cells by SV40 virus .,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[]
916,1361306_s4,"By flow cytometry , we observed a good correlation among PCNA labeling and S-phase fraction ( r = 0.422 , P = .0093 ) and G1 phase ( r = 0.303 , P = .051 ) of the cell cycle .",sustaining proliferative signaling,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.],[]
